game_id,date,home_team,away_team,home_score,away_score,status
746649,2024-04-24,Cleveland Guardians,Boston Red Sox,0,8,Final
746725,2024-04-24,Cincinnati Reds,Philadelphia Phillies,7,4,Final
745513,2024-04-24,Pittsburgh Pirates,Milwaukee Brewers,2,3,Final
744864,2024-04-24,Washington Nationals,Los Angeles Dodgers,2,11,Final
745099,2024-04-24,Tampa Bay Rays,Detroit Tigers,7,5,Final
745753,2024-04-24,New York Yankees,Oakland Athletics,7,3,Final
747132,2024-04-24,Atlanta Braves,Miami Marlins,4,3,Final
746889,2024-04-24,Chicago Cubs,Houston Astros,4,3,Final
746317,2024-04-24,Kansas City Royals,Toronto Blue Jays,3,2,Final
745919,2024-04-24,Minnesota Twins,Chicago White Sox,6,3,Final
745028,2024-04-24,Texas Rangers,Seattle Mariners,5,1,Final
746567,2024-04-24,Colorado Rockies,San Diego Padres,2,5,Final
745512,2024-04-25,Pittsburgh Pirates,Milwaukee Brewers,5,7,Final
746646,2024-04-25,Cleveland Guardians,Boston Red Sox,6,4,Final
746724,2024-04-25,Cincinnati Reds,Philadelphia Phillies,0,5,Final
745918,2024-04-25,Minnesota Twins,Chicago White Sox,6,3,Final
746320,2024-04-25,Kansas City Royals,Toronto Blue Jays,2,1,Final
746887,2024-04-25,Chicago Cubs,Houston Astros,3,1,Final
745027,2024-04-25,Texas Rangers,Seattle Mariners,3,4,Final
746564,2024-04-25,Colorado Rockies,San Diego Padres,10,9,Final
744867,2024-04-25,Washington Nationals,Los Angeles Dodgers,1,2,Final
745755,2024-04-25,New York Yankees,Oakland Athletics,1,3,Final
746482,2024-04-26,Detroit Tigers,Kansas City Royals,0,8,Final
747050,2024-04-26,Baltimore Orioles,Oakland Athletics,2,3,Final
744949,2024-04-26,Toronto Blue Jays,Los Angeles Dodgers,2,12,Final
746972,2024-04-26,Boston Red Sox,Chicago Cubs,1,7,Final
745835,2024-04-26,New York Mets,St. Louis Cardinals,2,4,Final
746078,2024-04-26,Miami Marlins,Washington Nationals,1,3,Final
747129,2024-04-26,Atlanta Braves,Cleveland Guardians,6,2,Final
746808,2024-04-26,Chicago White Sox,Tampa Bay Rays,9,4,Final
745025,2024-04-26,Texas Rangers,Cincinnati Reds,2,1,Final
746000,2024-04-26,Milwaukee Brewers,New York Yankees,7,6,Final
746243,2024-04-26,Los Angeles Angels,Minnesota Twins,3,5,Final
745269,2024-04-26,Seattle Mariners,Arizona Diamondbacks,6,1,Final
745424,2024-04-26,San Diego Padres,Philadelphia Phillies,3,9,Final
745347,2024-04-26,San Francisco Giants,Pittsburgh Pirates,3,0,Final
744946,2024-04-27,Toronto Blue Jays,Los Angeles Dodgers,2,4,Final
747052,2024-04-27,Baltimore Orioles,Oakland Athletics,7,0,Final
745833,2024-04-27,New York Mets,St. Louis Cardinals,4,7,Final
745020,2024-04-27,Texas Rangers,Cincinnati Reds,4,8,Final
746971,2024-04-27,Boston Red Sox,Chicago Cubs,17,0,Final
746075,2024-04-27,Miami Marlins,Washington Nationals,4,11,Final
746560,2024-04-27,Colorado Rockies,Houston Astros,4,12,Final
746484,2024-04-27,Detroit Tigers,Kansas City Royals,6,5,Final
746803,2024-04-27,Chicago White Sox,Tampa Bay Rays,8,7,Final
745998,2024-04-27,Milwaukee Brewers,New York Yankees,3,15,Final
747131,2024-04-27,Atlanta Braves,Cleveland Guardians,2,4,Final
745425,2024-04-27,San Diego Padres,Philadelphia Phillies,1,5,Final
745350,2024-04-27,San Francisco Giants,Pittsburgh Pirates,3,4,Final
746245,2024-04-27,Los Angeles Angels,Minnesota Twins,5,16,Final
745266,2024-04-27,Seattle Mariners,Arizona Diamondbacks,3,1,Final
747045,2024-04-28,Baltimore Orioles,Oakland Athletics,6,7,Final
747125,2024-04-28,Atlanta Braves,Cleveland Guardians,4,3,Final
744947,2024-04-28,Toronto Blue Jays,Los Angeles Dodgers,3,1,Final
746483,2024-04-28,Detroit Tigers,Kansas City Royals,4,1,Final
745834,2024-04-28,New York Mets,St. Louis Cardinals,4,2,Final
746077,2024-04-28,Miami Marlins,Washington Nationals,9,12,Final
746805,2024-04-28,Chicago White Sox,Tampa Bay Rays,4,2,Final
746001,2024-04-28,Milwaukee Brewers,New York Yankees,5,15,Final
745022,2024-04-28,Texas Rangers,Cincinnati Reds,4,3,Final
746561,2024-04-28,Colorado Rockies,Houston Astros,2,8,Final
745349,2024-04-28,San Francisco Giants,Pittsburgh Pirates,3,2,Final
746237,2024-04-28,Los Angeles Angels,Minnesota Twins,5,11,Final
745265,2024-04-28,Seattle Mariners,Arizona Diamondbacks,2,3,Final
745428,2024-04-28,San Diego Padres,Philadelphia Phillies,6,8,Final
746967,2024-04-28,Boston Red Sox,Chicago Cubs,5,4,Final
747046,2024-04-29,Baltimore Orioles,New York Yankees,2,0,Final
746074,2024-04-29,Miami Marlins,Washington Nationals,2,7,Final
744945,2024-04-29,Toronto Blue Jays,Kansas City Royals,6,5,Final
745832,2024-04-29,New York Mets,Chicago Cubs,1,3,Final
746804,2024-04-29,Chicago White Sox,Minnesota Twins,2,3,Final
745999,2024-04-29,Milwaukee Brewers,Tampa Bay Rays,0,1,Final
746236,2024-04-29,Los Angeles Angels,Philadelphia Phillies,6,5,Final
747211,2024-04-29,Arizona Diamondbacks,Los Angeles Dodgers,4,8,Final
745672,2024-04-29,Oakland Athletics,Pittsburgh Pirates,5,1,Final
745427,2024-04-29,San Diego Padres,Cincinnati Reds,2,5,Final
745263,2024-04-29,Seattle Mariners,Atlanta Braves,2,1,Final
746481,2024-04-29,Detroit Tigers,St. Louis Cardinals,0,0,Final
746477,2024-04-30,Detroit Tigers,St. Louis Cardinals,1,2,Final
746481,2024-04-30,Detroit Tigers,St. Louis Cardinals,11,6,Final
747047,2024-04-30,Baltimore Orioles,New York Yankees,4,2,Final
746073,2024-04-30,Miami Marlins,Colorado Rockies,7,6,Final
744942,2024-04-30,Toronto Blue Jays,Kansas City Royals,1,4,Final
745831,2024-04-30,New York Mets,Chicago Cubs,4,2,Final
746968,2024-04-30,Boston Red Sox,San Francisco Giants,4,0,Final
746806,2024-04-30,Chicago White Sox,Minnesota Twins,5,6,Final
745997,2024-04-30,Milwaukee Brewers,Tampa Bay Rays,8,2,Final
745018,2024-04-30,Texas Rangers,Washington Nationals,7,1,Final
746398,2024-04-30,Houston Astros,Cleveland Guardians,10,9,Final
746239,2024-04-30,Los Angeles Angels,Philadelphia Phillies,5,7,Final
747210,2024-04-30,Arizona Diamondbacks,Los Angeles Dodgers,4,3,Final
745673,2024-04-30,Oakland Athletics,Pittsburgh Pirates,5,2,Final
745426,2024-04-30,San Diego Padres,Cincinnati Reds,6,4,Final
745260,2024-04-30,Seattle Mariners,Atlanta Braves,3,2,Final
746478,2024-05-01,Detroit Tigers,St. Louis Cardinals,4,1,Final
745996,2024-05-01,Milwaukee Brewers,Tampa Bay Rays,7,1,Final
746800,2024-05-01,Chicago White Sox,Minnesota Twins,5,10,Final
744939,2024-05-01,Toronto Blue Jays,Kansas City Royals,1,6,Final
745670,2024-05-01,Oakland Athletics,Pittsburgh Pirates,4,0,Final
745261,2024-05-01,Seattle Mariners,Atlanta Braves,2,5,Final
746238,2024-05-01,Los Angeles Angels,Philadelphia Phillies,1,2,Final
745423,2024-05-01,San Diego Padres,Cincinnati Reds,6,2,Final
747048,2024-05-01,Baltimore Orioles,New York Yankees,0,2,Final
746072,2024-05-01,Miami Marlins,Colorado Rockies,4,1,Final
745829,2024-05-01,New York Mets,Chicago Cubs,0,1,Final
746966,2024-05-01,Boston Red Sox,San Francisco Giants,6,2,Final
745023,2024-05-01,Texas Rangers,Washington Nationals,0,1,Final
746399,2024-05-01,Houston Astros,Cleveland Guardians,2,3,Final
747207,2024-05-01,Arizona Diamondbacks,Los Angeles Dodgers,0,8,Final
746070,2024-05-02,Miami Marlins,Colorado Rockies,5,4,Final
747044,2024-05-02,Baltimore Orioles,New York Yankees,7,2,Final
745830,2024-05-02,New York Mets,Chicago Cubs,7,6,Final
746969,2024-05-02,Boston Red Sox,San Francisco Giants,1,3,Final
745021,2024-05-02,Texas Rangers,Washington Nationals,6,0,Final
746403,2024-05-02,Houston Astros,Cleveland Guardians,8,2,Final
746890,2024-05-03,Chicago Cubs,Milwaukee Brewers,1,3,Final
746721,2024-05-03,Cincinnati Reds,Baltimore Orioles,0,3,Final
745510,2024-05-03,Pittsburgh Pirates,Colorado Rockies,2,3,Final
745589,2024-05-03,Philadelphia Phillies,San Francisco Giants,4,3,Final
744868,2024-05-03,Washington Nationals,Toronto Blue Jays,9,3,Final
745101,2024-05-03,Tampa Bay Rays,New York Mets,10,8,Final
745756,2024-05-03,New York Yankees,Detroit Tigers,2,1,Final
746645,2024-05-03,Cleveland Guardians,Los Angeles Angels,0,6,Final
746318,2024-05-03,Kansas City Royals,Texas Rangers,7,1,Final
746402,2024-05-03,Houston Astros,Seattle Mariners,5,3,Final
745914,2024-05-03,Minnesota Twins,Boston Red Sox,5,2,Final
745187,2024-05-03,St. Louis Cardinals,Chicago White Sox,3,0,Final
747208,2024-05-03,Arizona Diamondbacks,San Diego Padres,1,7,Final
745665,2024-05-03,Oakland Athletics,Miami Marlins,3,1,Final
746152,2024-05-03,Los Angeles Dodgers,Atlanta Braves,4,3,Final
745750,2024-05-04,New York Yankees,Detroit Tigers,5,3,Final
745911,2024-05-04,Minnesota Twins,Boston Red Sox,3,1,Final
745183,2024-05-04,St. Louis Cardinals,Chicago White Sox,5,6,Final
746884,2024-05-04,Chicago Cubs,Milwaukee Brewers,6,5,Final
745511,2024-05-04,Pittsburgh Pirates,Colorado Rockies,1,0,Final
744862,2024-05-04,Washington Nationals,Toronto Blue Jays,3,6,Final
745666,2024-05-04,Oakland Athletics,Miami Marlins,20,4,Final
745583,2024-05-04,Philadelphia Phillies,San Francisco Giants,14,3,Final
746644,2024-05-04,Cleveland Guardians,Los Angeles Angels,7,1,Final
746720,2024-05-04,Cincinnati Reds,Baltimore Orioles,1,2,Final
746311,2024-05-04,Kansas City Royals,Texas Rangers,4,15,Final
746394,2024-05-04,Houston Astros,Seattle Mariners,0,5,Final
745100,2024-05-04,Tampa Bay Rays,New York Mets,3,1,Final
747209,2024-05-04,Arizona Diamondbacks,San Diego Padres,1,13,Final
746155,2024-05-04,Los Angeles Dodgers,Atlanta Braves,11,2,Final
745504,2024-05-05,Pittsburgh Pirates,Colorado Rockies,5,3,Final
744861,2024-05-05,Washington Nationals,Toronto Blue Jays,11,8,Final
745751,2024-05-05,New York Yankees,Detroit Tigers,5,2,Final
746643,2024-05-05,Cleveland Guardians,Los Angeles Angels,4,1,Final
745103,2024-05-05,Tampa Bay Rays,New York Mets,7,6,Final
746395,2024-05-05,Houston Astros,Seattle Mariners,4,5,Final
746314,2024-05-05,Kansas City Royals,Texas Rangers,2,3,Final
745913,2024-05-05,Minnesota Twins,Boston Red Sox,2,9,Final
745185,2024-05-05,St. Louis Cardinals,Chicago White Sox,1,5,Final
746883,2024-05-05,Chicago Cubs,Milwaukee Brewers,5,0,Final
745667,2024-05-05,Oakland Athletics,Miami Marlins,3,12,Final
746719,2024-05-05,Cincinnati Reds,Baltimore Orioles,1,11,Final
747206,2024-05-05,Arizona Diamondbacks,San Diego Padres,11,4,Final
746153,2024-05-05,Los Angeles Dodgers,Atlanta Braves,5,1,Final
745587,2024-05-05,Philadelphia Phillies,San Francisco Giants,5,4,Final
745585,2024-05-06,Philadelphia Phillies,San Francisco Giants,6,1,Final
746639,2024-05-06,Cleveland Guardians,Detroit Tigers,2,1,Final
745509,2024-05-06,Pittsburgh Pirates,Los Angeles Angels,4,1,Final
745098,2024-05-06,Tampa Bay Rays,Chicago White Sox,8,2,Final
746313,2024-05-06,Kansas City Royals,Milwaukee Brewers,3,2,Final
746886,2024-05-06,Chicago Cubs,San Diego Padres,3,6,Final
745912,2024-05-06,Minnesota Twins,Seattle Mariners,3,1,Final
745182,2024-05-06,St. Louis Cardinals,New York Mets,3,4,Final
745669,2024-05-06,Oakland Athletics,Texas Rangers,2,4,Final
746149,2024-05-06,Los Angeles Dodgers,Miami Marlins,6,3,Final
745668,2024-05-07,Oakland Athletics,Texas Rangers,8,15,Final
746638,2024-05-07,Cleveland Guardians,Detroit Tigers,7,11,Final
746718,2024-05-07,Cincinnati Reds,Arizona Diamondbacks,2,6,Final
745508,2024-05-07,Pittsburgh Pirates,Los Angeles Angels,0,9,Final
745586,2024-05-07,Philadelphia Phillies,Toronto Blue Jays,10,1,Final
744859,2024-05-07,Washington Nationals,Baltimore Orioles,3,0,Final
745095,2024-05-07,Tampa Bay Rays,Chicago White Sox,5,1,Final
745752,2024-05-07,New York Yankees,Houston Astros,10,3,Final
747126,2024-05-07,Atlanta Braves,Boston Red Sox,4,2,Final
746885,2024-05-07,Chicago Cubs,San Diego Padres,3,2,Final
745915,2024-05-07,Minnesota Twins,Seattle Mariners,6,10,Final
746315,2024-05-07,Kansas City Royals,Milwaukee Brewers,5,6,Final
745186,2024-05-07,St. Louis Cardinals,New York Mets,5,7,Final
746559,2024-05-07,Colorado Rockies,San Francisco Giants,0,5,Final
746147,2024-05-07,Los Angeles Dodgers,Miami Marlins,8,2,Final
745507,2024-05-08,Pittsburgh Pirates,Los Angeles Angels,4,5,Final
745584,2024-05-08,Philadelphia Phillies,Toronto Blue Jays,3,5,Final
746640,2024-05-08,Cleveland Guardians,Detroit Tigers,5,4,Final
746312,2024-05-08,Kansas City Royals,Milwaukee Brewers,6,4,Final
746879,2024-05-08,Chicago Cubs,San Diego Padres,0,3,Final
746151,2024-05-08,Los Angeles Dodgers,Miami Marlins,3,1,Final
745664,2024-05-08,Oakland Athletics,Texas Rangers,9,4,Final
745659,2024-05-08,Oakland Athletics,Texas Rangers,11,12,Final
746717,2024-05-08,Cincinnati Reds,Arizona Diamondbacks,3,4,Final
744858,2024-05-08,Washington Nationals,Baltimore Orioles,6,7,Final
745097,2024-05-08,Tampa Bay Rays,Chicago White Sox,1,4,Final
745749,2024-05-08,New York Yankees,Houston Astros,9,4,Final
747127,2024-05-08,Atlanta Braves,Boston Red Sox,5,0,Final
745906,2024-05-08,Minnesota Twins,Seattle Mariners,6,3,Final
746562,2024-05-08,Colorado Rockies,San Francisco Giants,6,8,Final
745184,2024-05-08,St. Louis Cardinals,New York Mets,0,0,Final
746715,2024-05-09,Cincinnati Reds,Arizona Diamondbacks,4,5,Final
745910,2024-05-09,Minnesota Twins,Seattle Mariners,11,1,Final
746563,2024-05-09,Colorado Rockies,San Francisco Giants,9,1,Final
745748,2024-05-09,New York Yankees,Houston Astros,3,4,Final
746802,2024-05-09,Chicago White Sox,Cleveland Guardians,3,2,Final
745995,2024-05-09,Milwaukee Brewers,St. Louis Cardinals,7,1,Final
746241,2024-05-09,Los Angeles Angels,Kansas City Royals,4,10,Final
746479,2024-05-10,Detroit Tigers,Houston Astros,2,5,Final
745506,2024-05-10,Pittsburgh Pirates,Chicago Cubs,2,7,Final
745094,2024-05-10,Tampa Bay Rays,New York Yankees,0,2,Final
747043,2024-05-10,Baltimore Orioles,Arizona Diamondbacks,4,2,Final
744940,2024-05-10,Toronto Blue Jays,Minnesota Twins,2,3,Final
746964,2024-05-10,Boston Red Sox,Washington Nationals,1,5,Final
745827,2024-05-10,New York Mets,Atlanta Braves,2,4,Final
746071,2024-05-10,Miami Marlins,Philadelphia Phillies,2,8,Final
746801,2024-05-10,Chicago White Sox,Cleveland Guardians,6,3,Final
745993,2024-05-10,Milwaukee Brewers,St. Louis Cardinals,11,2,Final
746553,2024-05-10,Colorado Rockies,Texas Rangers,4,2,Final
746240,2024-05-10,Los Angeles Angels,Kansas City Royals,1,2,Final
745421,2024-05-10,San Diego Padres,Los Angeles Dodgers,2,1,Final
745264,2024-05-10,Seattle Mariners,Oakland Athletics,8,1,Final
745340,2024-05-10,San Francisco Giants,Cincinnati Reds,2,4,Final
744943,2024-05-11,Toronto Blue Jays,Minnesota Twins,10,8,Final
747041,2024-05-11,Baltimore Orioles,Arizona Diamondbacks,5,4,Final
745505,2024-05-11,Pittsburgh Pirates,Chicago Cubs,10,9,Final
746963,2024-05-11,Boston Red Sox,Washington Nationals,4,2,Final
745828,2024-05-11,New York Mets,Atlanta Braves,1,4,Final
746069,2024-05-11,Miami Marlins,Philadelphia Phillies,3,8,Final
745096,2024-05-11,Tampa Bay Rays,New York Yankees,7,2,Final
746480,2024-05-11,Detroit Tigers,Houston Astros,8,2,Final
746797,2024-05-11,Chicago White Sox,Cleveland Guardians,3,1,Final
745344,2024-05-11,San Francisco Giants,Cincinnati Reds,5,1,Final
745994,2024-05-11,Milwaukee Brewers,St. Louis Cardinals,5,3,Final
746554,2024-05-11,Colorado Rockies,Texas Rangers,8,3,Final
745422,2024-05-11,San Diego Padres,Los Angeles Dodgers,0,5,Final
746232,2024-05-11,Los Angeles Angels,Kansas City Royals,9,3,Final
745262,2024-05-11,Seattle Mariners,Oakland Athletics,1,8,Final
747042,2024-05-12,Baltimore Orioles,Arizona Diamondbacks,2,9,Final
746965,2024-05-12,Boston Red Sox,Washington Nationals,3,2,Final
745499,2024-05-12,Pittsburgh Pirates,Chicago Cubs,4,5,Final
744941,2024-05-12,Toronto Blue Jays,Minnesota Twins,1,5,Final
746476,2024-05-12,Detroit Tigers,Houston Astros,3,9,Final
746068,2024-05-12,Miami Marlins,Philadelphia Phillies,7,6,Final
745092,2024-05-12,Tampa Bay Rays,New York Yankees,6,10,Final
746798,2024-05-12,Chicago White Sox,Cleveland Guardians,0,7,Final
745990,2024-05-12,Milwaukee Brewers,St. Louis Cardinals,3,4,Final
746555,2024-05-12,Colorado Rockies,Texas Rangers,3,1,Final
745345,2024-05-12,San Francisco Giants,Cincinnati Reds,6,5,Final
746234,2024-05-12,Los Angeles Angels,Kansas City Royals,2,4,Final
745419,2024-05-12,San Diego Padres,Los Angeles Dodgers,4,0,Final
745255,2024-05-12,Seattle Mariners,Oakland Athletics,8,4,Final
745825,2024-05-12,New York Mets,Atlanta Braves,4,3,Final
747040,2024-05-13,Baltimore Orioles,Toronto Blue Jays,2,3,Final
746471,2024-05-13,Detroit Tigers,Miami Marlins,6,5,Final
746961,2024-05-13,Boston Red Sox,Tampa Bay Rays,3,5,Final
745826,2024-05-13,New York Mets,Philadelphia Phillies,4,5,Final
747128,2024-05-13,Atlanta Braves,Chicago Cubs,2,0,Final
745991,2024-05-13,Milwaukee Brewers,Pittsburgh Pirates,6,8,Final
745019,2024-05-13,Texas Rangers,Cleveland Guardians,0,7,Final
746393,2024-05-13,Houston Astros,Oakland Athletics,9,2,Final
746233,2024-05-13,Los Angeles Angels,St. Louis Cardinals,5,10,Final
747204,2024-05-13,Arizona Diamondbacks,Cincinnati Reds,6,5,Final
745420,2024-05-13,San Diego Padres,Colorado Rockies,4,5,Final
745256,2024-05-13,Seattle Mariners,Kansas City Royals,6,2,Final
745343,2024-05-13,San Francisco Giants,Los Angeles Dodgers,4,6,Final
746799,2024-05-13,Chicago White Sox,Washington Nationals,0,0,Final
745821,2024-05-14,New York Mets,Philadelphia Phillies,0,4,Final
746796,2024-05-14,Chicago White Sox,Washington Nationals,3,6,Final
746799,2024-05-14,Chicago White Sox,Washington Nationals,4,0,Final
746473,2024-05-14,Detroit Tigers,Miami Marlins,0,1,Final
746962,2024-05-14,Boston Red Sox,Tampa Bay Rays,5,4,Final
747124,2024-05-14,Atlanta Braves,Chicago Cubs,7,0,Final
745909,2024-05-14,Minnesota Twins,New York Yankees,1,5,Final
745989,2024-05-14,Milwaukee Brewers,Pittsburgh Pirates,4,3,Final
745014,2024-05-14,Texas Rangers,Cleveland Guardians,4,7,Final
746396,2024-05-14,Houston Astros,Oakland Athletics,2,1,Final
746235,2024-05-14,Los Angeles Angels,St. Louis Cardinals,6,7,Final
747205,2024-05-14,Arizona Diamondbacks,Cincinnati Reds,2,6,Final
745418,2024-05-14,San Diego Padres,Colorado Rockies,3,6,Final
745257,2024-05-14,Seattle Mariners,Kansas City Royals,2,4,Final
745342,2024-05-14,San Francisco Giants,Los Angeles Dodgers,2,10,Final
747039,2024-05-14,Baltimore Orioles,Toronto Blue Jays,0,0,Final
747038,2024-05-15,Baltimore Orioles,Toronto Blue Jays,3,2,Final
746472,2024-05-15,Detroit Tigers,Miami Marlins,0,2,Final
745992,2024-05-15,Milwaukee Brewers,Pittsburgh Pirates,10,2,Final
746795,2024-05-15,Chicago White Sox,Washington Nationals,2,0,Final
747203,2024-05-15,Arizona Diamondbacks,Cincinnati Reds,2,1,Final
745417,2024-05-15,San Diego Padres,Colorado Rockies,0,8,Final
745259,2024-05-15,Seattle Mariners,Kansas City Royals,4,2,Final
745582,2024-05-15,Philadelphia Phillies,New York Mets,10,5,Final
746960,2024-05-15,Boston Red Sox,Tampa Bay Rays,3,4,Final
747123,2024-05-15,Atlanta Braves,Chicago Cubs,1,7,Final
745908,2024-05-15,Minnesota Twins,New York Yankees,0,4,Final
745015,2024-05-15,Texas Rangers,Cleveland Guardians,4,0,Final
746397,2024-05-15,Houston Astros,Oakland Athletics,3,0,Final
746231,2024-05-15,Los Angeles Angels,St. Louis Cardinals,7,2,Final
745341,2024-05-15,San Francisco Giants,Los Angeles Dodgers,4,1,Final
745907,2024-05-16,Minnesota Twins,New York Yankees,0,5,Final
745580,2024-05-16,Philadelphia Phillies,New York Mets,5,6,Final
746959,2024-05-16,Boston Red Sox,Tampa Bay Rays,5,7,Final
746881,2024-05-16,Chicago Cubs,Pittsburgh Pirates,4,5,Final
746391,2024-05-16,Houston Astros,Oakland Athletics,8,1,Final
746150,2024-05-16,Los Angeles Dodgers,Cincinnati Reds,2,7,Final
746878,2024-05-17,Chicago Cubs,Pittsburgh Pirates,3,9,Final
745579,2024-05-17,Philadelphia Phillies,Washington Nationals,4,2,Final
747037,2024-05-17,Baltimore Orioles,Seattle Mariners,9,2,Final
745747,2024-05-17,New York Yankees,Chicago White Sox,4,2,Final
744934,2024-05-17,Toronto Blue Jays,Tampa Bay Rays,3,4,Final
746641,2024-05-17,Cleveland Guardians,Minnesota Twins,3,2,Final
746065,2024-05-17,Miami Marlins,New York Mets,8,0,Final
747122,2024-05-17,Atlanta Braves,San Diego Padres,1,3,Final
746310,2024-05-17,Kansas City Royals,Oakland Athletics,6,2,Final
745016,2024-05-17,Texas Rangers,Los Angeles Angels,3,9,Final
746388,2024-05-17,Houston Astros,Milwaukee Brewers,5,4,Final
745178,2024-05-17,St. Louis Cardinals,Boston Red Sox,10,6,Final
747201,2024-05-17,Arizona Diamondbacks,Detroit Tigers,0,13,Final
746148,2024-05-17,Los Angeles Dodgers,Cincinnati Reds,7,3,Final
745335,2024-05-17,San Francisco Giants,Colorado Rockies,10,5,Final
745744,2024-05-18,New York Yankees,Chicago White Sox,6,1,Final
746882,2024-05-18,Chicago Cubs,Pittsburgh Pirates,1,0,Final
744938,2024-05-18,Toronto Blue Jays,Tampa Bay Rays,4,5,Final
747036,2024-05-18,Baltimore Orioles,Seattle Mariners,3,4,Final
745339,2024-05-18,San Francisco Giants,Colorado Rockies,14,4,Final
746067,2024-05-18,Miami Marlins,New York Mets,10,9,Final
745581,2024-05-18,Philadelphia Phillies,Washington Nationals,4,3,Final
746642,2024-05-18,Cleveland Guardians,Minnesota Twins,11,4,Final
746308,2024-05-18,Kansas City Royals,Oakland Athletics,5,3,Final
746389,2024-05-18,Houston Astros,Milwaukee Brewers,2,4,Final
745177,2024-05-18,St. Louis Cardinals,Boston Red Sox,7,2,Final
745013,2024-05-18,Texas Rangers,Los Angeles Angels,3,2,Final
747202,2024-05-18,Arizona Diamondbacks,Detroit Tigers,3,8,Final
746142,2024-05-18,Los Angeles Dodgers,Cincinnati Reds,4,0,Final
747121,2024-05-18,Atlanta Braves,San Diego Padres,0,0,Final
745179,2024-05-19,St. Louis Cardinals,Boston Red Sox,3,11,Final
747035,2024-05-19,Baltimore Orioles,Seattle Mariners,6,3,Final
745577,2024-05-19,Philadelphia Phillies,Washington Nationals,11,5,Final
745745,2024-05-19,New York Yankees,Chicago White Sox,7,2,Final
744937,2024-05-19,Toronto Blue Jays,Tampa Bay Rays,5,2,Final
746636,2024-05-19,Cleveland Guardians,Minnesota Twins,5,2,Final
746064,2024-05-19,Miami Marlins,New York Mets,3,7,Final
746306,2024-05-19,Kansas City Royals,Oakland Athletics,8,4,Final
746392,2024-05-19,Houston Astros,Milwaukee Brewers,9,4,Final
746880,2024-05-19,Chicago Cubs,Pittsburgh Pirates,2,3,Final
745012,2024-05-19,Texas Rangers,Los Angeles Angels,1,4,Final
745336,2024-05-19,San Francisco Giants,Colorado Rockies,4,1,Final
747198,2024-05-19,Arizona Diamondbacks,Detroit Tigers,6,4,Final
746144,2024-05-19,Los Angeles Dodgers,Cincinnati Reds,3,2,Final
747120,2024-05-19,Atlanta Braves,San Diego Padres,1,9,Final
747119,2024-05-20,Atlanta Braves,San Diego Padres,5,6,Final
747121,2024-05-20,Atlanta Braves,San Diego Padres,3,0,Final
744935,2024-05-20,Toronto Blue Jays,Chicago White Sox,9,3,Final
746637,2024-05-20,Cleveland Guardians,New York Mets,3,1,Final
746066,2024-05-20,Miami Marlins,Milwaukee Brewers,3,2,Final
744857,2024-05-20,Washington Nationals,Minnesota Twins,12,3,Final
745093,2024-05-20,Tampa Bay Rays,Boston Red Sox,0,5,Final
745746,2024-05-20,New York Yankees,Seattle Mariners,4,5,Final
746307,2024-05-20,Kansas City Royals,Detroit Tigers,8,3,Final
745181,2024-05-20,St. Louis Cardinals,Baltimore Orioles,6,3,Final
746390,2024-05-20,Houston Astros,Los Angeles Angels,7,9,Final
746146,2024-05-20,Los Angeles Dodgers,Arizona Diamondbacks,6,4,Final
746633,2024-05-21,Cleveland Guardians,New York Mets,7,6,Final
746716,2024-05-21,Cincinnati Reds,San Diego Padres,2,0,Final
745503,2024-05-21,Pittsburgh Pirates,San Francisco Giants,7,6,Final
745578,2024-05-21,Philadelphia Phillies,Texas Rangers,5,2,Final
746058,2024-05-21,Miami Marlins,Milwaukee Brewers,5,7,Final
744860,2024-05-21,Washington Nationals,Minnesota Twins,0,10,Final
745090,2024-05-21,Tampa Bay Rays,Boston Red Sox,2,5,Final
745742,2024-05-21,New York Yankees,Seattle Mariners,3,6,Final
744936,2024-05-21,Toronto Blue Jays,Chicago White Sox,0,5,Final
746309,2024-05-21,Kansas City Royals,Detroit Tigers,10,3,Final
746875,2024-05-21,Chicago Cubs,Atlanta Braves,4,3,Final
745180,2024-05-21,St. Louis Cardinals,Baltimore Orioles,3,1,Final
746385,2024-05-21,Houston Astros,Los Angeles Angels,6,5,Final
745662,2024-05-21,Oakland Athletics,Colorado Rockies,5,4,Final
746145,2024-05-21,Los Angeles Dodgers,Arizona Diamondbacks,3,7,Final
745180,2024-05-22,St. Louis Cardinals,Baltimore Orioles,3,1,Final
744856,2024-05-22,Washington Nationals,Minnesota Twins,2,3,Final
746634,2024-05-22,Cleveland Guardians,New York Mets,6,3,Final
745173,2024-05-22,St. Louis Cardinals,Baltimore Orioles,5,4,Final
746386,2024-05-22,Houston Astros,Los Angeles Angels,1,2,Final
746304,2024-05-22,Kansas City Royals,Detroit Tigers,8,3,Final
746712,2024-05-22,Cincinnati Reds,San Diego Padres,3,7,Final
745502,2024-05-22,Pittsburgh Pirates,San Francisco Giants,5,9,Final
745576,2024-05-22,Philadelphia Phillies,Texas Rangers,11,4,Final
746063,2024-05-22,Miami Marlins,Milwaukee Brewers,1,0,Final
745089,2024-05-22,Tampa Bay Rays,Boston Red Sox,5,8,Final
745743,2024-05-22,New York Yankees,Seattle Mariners,7,3,Final
744933,2024-05-22,Toronto Blue Jays,Chicago White Sox,9,2,Final
746876,2024-05-22,Chicago Cubs,Atlanta Braves,2,9,Final
